code,description,category,subcategory,code_system
66016,Eye and ocular procedure 66016,Surgery,Eye and Ocular Adnexa,CPT
6601F,Performance measure 6601F,Category II - Performance Measures,Quality Measurement,CPT
66041,Eye and ocular procedure 66041,Surgery,Eye and Ocular Adnexa,CPT
66066,Eye and ocular procedure 66066,Surgery,Eye and Ocular Adnexa,CPT
66091,Eye and ocular procedure 66091,Surgery,Eye and Ocular Adnexa,CPT
66116,Eye and ocular procedure 66116,Surgery,Eye and Ocular Adnexa,CPT
66141,Eye and ocular procedure 66141,Surgery,Eye and Ocular Adnexa,CPT
66166,Eye and ocular procedure 66166,Surgery,Eye and Ocular Adnexa,CPT
66191,Eye and ocular procedure 66191,Surgery,Eye and Ocular Adnexa,CPT
66216,Eye and ocular procedure 66216,Surgery,Eye and Ocular Adnexa,CPT
66241,Eye and ocular procedure 66241,Surgery,Eye and Ocular Adnexa,CPT
66266,Eye and ocular procedure 66266,Surgery,Eye and Ocular Adnexa,CPT
66291,Eye and ocular procedure 66291,Surgery,Eye and Ocular Adnexa,CPT
66316,Eye and ocular procedure 66316,Surgery,Eye and Ocular Adnexa,CPT
66341,Eye and ocular procedure 66341,Surgery,Eye and Ocular Adnexa,CPT
66366,Eye and ocular procedure 66366,Surgery,Eye and Ocular Adnexa,CPT
66391,Eye and ocular procedure 66391,Surgery,Eye and Ocular Adnexa,CPT
66416,Eye and ocular procedure 66416,Surgery,Eye and Ocular Adnexa,CPT
66441,Eye and ocular procedure 66441,Surgery,Eye and Ocular Adnexa,CPT
66466,Eye and ocular procedure 66466,Surgery,Eye and Ocular Adnexa,CPT
66491,Eye and ocular procedure 66491,Surgery,Eye and Ocular Adnexa,CPT
66516,Eye and ocular procedure 66516,Surgery,Eye and Ocular Adnexa,CPT
6651F,Performance measure 6651F,Category II - Performance Measures,Quality Measurement,CPT
66541,Eye and ocular procedure 66541,Surgery,Eye and Ocular Adnexa,CPT
66566,Eye and ocular procedure 66566,Surgery,Eye and Ocular Adnexa,CPT
66591,Eye and ocular procedure 66591,Surgery,Eye and Ocular Adnexa,CPT
66616,Eye and ocular procedure 66616,Surgery,Eye and Ocular Adnexa,CPT
66641,Eye and ocular procedure 66641,Surgery,Eye and Ocular Adnexa,CPT
66666,Eye and ocular procedure 66666,Surgery,Eye and Ocular Adnexa,CPT
66691,Eye and ocular procedure 66691,Surgery,Eye and Ocular Adnexa,CPT
66716,Eye and ocular procedure 66716,Surgery,Eye and Ocular Adnexa,CPT
66741,Eye and ocular procedure 66741,Surgery,Eye and Ocular Adnexa,CPT
66766,Eye and ocular procedure 66766,Surgery,Eye and Ocular Adnexa,CPT
66791,Eye and ocular procedure 66791,Surgery,Eye and Ocular Adnexa,CPT
66816,Eye and ocular procedure 66816,Surgery,Eye and Ocular Adnexa,CPT
66841,Eye and ocular procedure 66841,Surgery,Eye and Ocular Adnexa,CPT
66866,Eye and ocular procedure 66866,Surgery,Eye and Ocular Adnexa,CPT
66891,Eye and ocular procedure 66891,Surgery,Eye and Ocular Adnexa,CPT
66916,Eye and ocular procedure 66916,Surgery,Eye and Ocular Adnexa,CPT
66941,Eye and ocular procedure 66941,Surgery,Eye and Ocular Adnexa,CPT
66966,Eye and ocular procedure 66966,Surgery,Eye and Ocular Adnexa,CPT
66991,Eye and ocular procedure 66991,Surgery,Eye and Ocular Adnexa,CPT
67016,Eye and ocular procedure 67016,Surgery,Eye and Ocular Adnexa,CPT
6701F,Performance measure 6701F,Category II - Performance Measures,Quality Measurement,CPT
67041,Eye and ocular procedure 67041,Surgery,Eye and Ocular Adnexa,CPT
67066,Eye and ocular procedure 67066,Surgery,Eye and Ocular Adnexa,CPT
67091,Eye and ocular procedure 67091,Surgery,Eye and Ocular Adnexa,CPT
67116,Eye and ocular procedure 67116,Surgery,Eye and Ocular Adnexa,CPT
67141,Eye and ocular procedure 67141,Surgery,Eye and Ocular Adnexa,CPT
67166,Eye and ocular procedure 67166,Surgery,Eye and Ocular Adnexa,CPT
67191,Eye and ocular procedure 67191,Surgery,Eye and Ocular Adnexa,CPT
67216,Eye and ocular procedure 67216,Surgery,Eye and Ocular Adnexa,CPT
67241,Eye and ocular procedure 67241,Surgery,Eye and Ocular Adnexa,CPT
67266,Eye and ocular procedure 67266,Surgery,Eye and Ocular Adnexa,CPT
67291,Eye and ocular procedure 67291,Surgery,Eye and Ocular Adnexa,CPT
67316,Eye and ocular procedure 67316,Surgery,Eye and Ocular Adnexa,CPT
67341,Eye and ocular procedure 67341,Surgery,Eye and Ocular Adnexa,CPT
67366,Eye and ocular procedure 67366,Surgery,Eye and Ocular Adnexa,CPT
67391,Eye and ocular procedure 67391,Surgery,Eye and Ocular Adnexa,CPT
67416,Eye and ocular procedure 67416,Surgery,Eye and Ocular Adnexa,CPT
67441,Eye and ocular procedure 67441,Surgery,Eye and Ocular Adnexa,CPT
67466,Eye and ocular procedure 67466,Surgery,Eye and Ocular Adnexa,CPT
67491,Eye and ocular procedure 67491,Surgery,Eye and Ocular Adnexa,CPT
67516,Eye and ocular procedure 67516,Surgery,Eye and Ocular Adnexa,CPT
6751F,Performance measure 6751F,Category II - Performance Measures,Quality Measurement,CPT
67541,Eye and ocular procedure 67541,Surgery,Eye and Ocular Adnexa,CPT
67566,Eye and ocular procedure 67566,Surgery,Eye and Ocular Adnexa,CPT
67591,Eye and ocular procedure 67591,Surgery,Eye and Ocular Adnexa,CPT
67616,Eye and ocular procedure 67616,Surgery,Eye and Ocular Adnexa,CPT
67641,Eye and ocular procedure 67641,Surgery,Eye and Ocular Adnexa,CPT
67666,Eye and ocular procedure 67666,Surgery,Eye and Ocular Adnexa,CPT
67691,Eye and ocular procedure 67691,Surgery,Eye and Ocular Adnexa,CPT
67716,Eye and ocular procedure 67716,Surgery,Eye and Ocular Adnexa,CPT
67741,Eye and ocular procedure 67741,Surgery,Eye and Ocular Adnexa,CPT
67766,Eye and ocular procedure 67766,Surgery,Eye and Ocular Adnexa,CPT
67791,Eye and ocular procedure 67791,Surgery,Eye and Ocular Adnexa,CPT
67816,Eye and ocular procedure 67816,Surgery,Eye and Ocular Adnexa,CPT
67841,Eye and ocular procedure 67841,Surgery,Eye and Ocular Adnexa,CPT
67866,Eye and ocular procedure 67866,Surgery,Eye and Ocular Adnexa,CPT
67891,Eye and ocular procedure 67891,Surgery,Eye and Ocular Adnexa,CPT
67916,Eye and ocular procedure 67916,Surgery,Eye and Ocular Adnexa,CPT
67941,Eye and ocular procedure 67941,Surgery,Eye and Ocular Adnexa,CPT
67966,Eye and ocular procedure 67966,Surgery,Eye and Ocular Adnexa,CPT
67991,Eye and ocular procedure 67991,Surgery,Eye and Ocular Adnexa,CPT
68016,Eye and ocular procedure 68016,Surgery,Eye and Ocular Adnexa,CPT
6801F,Performance measure 6801F,Category II - Performance Measures,Quality Measurement,CPT
68041,Eye and ocular procedure 68041,Surgery,Eye and Ocular Adnexa,CPT
68066,Eye and ocular procedure 68066,Surgery,Eye and Ocular Adnexa,CPT
68091,Eye and ocular procedure 68091,Surgery,Eye and Ocular Adnexa,CPT
68116,Eye and ocular procedure 68116,Surgery,Eye and Ocular Adnexa,CPT
68141,Eye and ocular procedure 68141,Surgery,Eye and Ocular Adnexa,CPT
68166,Eye and ocular procedure 68166,Surgery,Eye and Ocular Adnexa,CPT
68191,Eye and ocular procedure 68191,Surgery,Eye and Ocular Adnexa,CPT
68216,Eye and ocular procedure 68216,Surgery,Eye and Ocular Adnexa,CPT
68241,Eye and ocular procedure 68241,Surgery,Eye and Ocular Adnexa,CPT
68266,Eye and ocular procedure 68266,Surgery,Eye and Ocular Adnexa,CPT
68291,Eye and ocular procedure 68291,Surgery,Eye and Ocular Adnexa,CPT
68316,Eye and ocular procedure 68316,Surgery,Eye and Ocular Adnexa,CPT
68341,Eye and ocular procedure 68341,Surgery,Eye and Ocular Adnexa,CPT
68366,Eye and ocular procedure 68366,Surgery,Eye and Ocular Adnexa,CPT
68391,Eye and ocular procedure 68391,Surgery,Eye and Ocular Adnexa,CPT
68416,Eye and ocular procedure 68416,Surgery,Eye and Ocular Adnexa,CPT
68441,Eye and ocular procedure 68441,Surgery,Eye and Ocular Adnexa,CPT
68466,Eye and ocular procedure 68466,Surgery,Eye and Ocular Adnexa,CPT
68491,Eye and ocular procedure 68491,Surgery,Eye and Ocular Adnexa,CPT
68516,Eye and ocular procedure 68516,Surgery,Eye and Ocular Adnexa,CPT
6851F,Performance measure 6851F,Category II - Performance Measures,Quality Measurement,CPT
68541,Eye and ocular procedure 68541,Surgery,Eye and Ocular Adnexa,CPT
68566,Eye and ocular procedure 68566,Surgery,Eye and Ocular Adnexa,CPT
68591,Eye and ocular procedure 68591,Surgery,Eye and Ocular Adnexa,CPT
68616,Eye and ocular procedure 68616,Surgery,Eye and Ocular Adnexa,CPT
68641,Eye and ocular procedure 68641,Surgery,Eye and Ocular Adnexa,CPT
68666,Eye and ocular procedure 68666,Surgery,Eye and Ocular Adnexa,CPT
68691,Eye and ocular procedure 68691,Surgery,Eye and Ocular Adnexa,CPT
68716,Eye and ocular procedure 68716,Surgery,Eye and Ocular Adnexa,CPT
68741,Eye and ocular procedure 68741,Surgery,Eye and Ocular Adnexa,CPT
68766,Eye and ocular procedure 68766,Surgery,Eye and Ocular Adnexa,CPT
68791,Eye and ocular procedure 68791,Surgery,Eye and Ocular Adnexa,CPT
68816,Eye and ocular procedure 68816,Surgery,Eye and Ocular Adnexa,CPT
68841,Eye and ocular procedure 68841,Surgery,Eye and Ocular Adnexa,CPT
68866,Eye and ocular procedure 68866,Surgery,Eye and Ocular Adnexa,CPT
68891,Eye and ocular procedure 68891,Surgery,Eye and Ocular Adnexa,CPT
6901F,Performance measure 6901F,Category II - Performance Measures,Quality Measurement,CPT
6951F,Performance measure 6951F,Category II - Performance Measures,Quality Measurement,CPT
70000,Diagnostic radiology procedure 70000,Radiology,Diagnostic Radiology,CPT
7001F,Performance measure 7001F,Category II - Performance Measures,Quality Measurement,CPT
70025,Diagnostic radiology procedure 70025,Radiology,Diagnostic Radiology,CPT
70050,Diagnostic radiology procedure 70050,Radiology,Diagnostic Radiology,CPT
70075,Diagnostic radiology procedure 70075,Radiology,Diagnostic Radiology,CPT
70100,Diagnostic radiology procedure 70100,Radiology,Diagnostic Radiology,CPT
70125,Diagnostic radiology procedure 70125,Radiology,Diagnostic Radiology,CPT
70150,Diagnostic radiology procedure 70150,Radiology,Diagnostic Radiology,CPT
70175,Diagnostic radiology procedure 70175,Radiology,Diagnostic Radiology,CPT
70200,Diagnostic radiology procedure 70200,Radiology,Diagnostic Radiology,CPT
70225,Diagnostic radiology procedure 70225,Radiology,Diagnostic Radiology,CPT
70250,Diagnostic radiology procedure 70250,Radiology,Diagnostic Radiology,CPT
70275,Diagnostic radiology procedure 70275,Radiology,Diagnostic Radiology,CPT
70300,Diagnostic radiology procedure 70300,Radiology,Diagnostic Radiology,CPT
70325,Diagnostic radiology procedure 70325,Radiology,Diagnostic Radiology,CPT
70350,Diagnostic radiology procedure 70350,Radiology,Diagnostic Radiology,CPT
70375,Diagnostic radiology procedure 70375,Radiology,Diagnostic Radiology,CPT
70400,Diagnostic radiology procedure 70400,Radiology,Diagnostic Radiology,CPT
70425,Diagnostic radiology procedure 70425,Radiology,Diagnostic Radiology,CPT
70450,Diagnostic radiology procedure 70450,Radiology,Diagnostic Radiology,CPT
70475,Diagnostic radiology procedure 70475,Radiology,Diagnostic Radiology,CPT
70500,Diagnostic radiology procedure 70500,Radiology,Diagnostic Radiology,CPT
7051F,Performance measure 7051F,Category II - Performance Measures,Quality Measurement,CPT
70525,Diagnostic radiology procedure 70525,Radiology,Diagnostic Radiology,CPT
70550,Diagnostic radiology procedure 70550,Radiology,Diagnostic Radiology,CPT
70575,Diagnostic radiology procedure 70575,Radiology,Diagnostic Radiology,CPT
70600,Diagnostic radiology procedure 70600,Radiology,Diagnostic Radiology,CPT
70625,Diagnostic radiology procedure 70625,Radiology,Diagnostic Radiology,CPT
70650,Diagnostic radiology procedure 70650,Radiology,Diagnostic Radiology,CPT
70675,Diagnostic radiology procedure 70675,Radiology,Diagnostic Radiology,CPT
70700,Diagnostic radiology procedure 70700,Radiology,Diagnostic Radiology,CPT
70725,Diagnostic radiology procedure 70725,Radiology,Diagnostic Radiology,CPT
70750,Diagnostic radiology procedure 70750,Radiology,Diagnostic Radiology,CPT
70775,Diagnostic radiology procedure 70775,Radiology,Diagnostic Radiology,CPT
70800,Diagnostic radiology procedure 70800,Radiology,Diagnostic Radiology,CPT
70825,Diagnostic radiology procedure 70825,Radiology,Diagnostic Radiology,CPT
70850,Diagnostic radiology procedure 70850,Radiology,Diagnostic Radiology,CPT
70875,Diagnostic radiology procedure 70875,Radiology,Diagnostic Radiology,CPT
70900,Diagnostic radiology procedure 70900,Radiology,Diagnostic Radiology,CPT
70925,Diagnostic radiology procedure 70925,Radiology,Diagnostic Radiology,CPT
70950,Diagnostic radiology procedure 70950,Radiology,Diagnostic Radiology,CPT
70975,Diagnostic radiology procedure 70975,Radiology,Diagnostic Radiology,CPT
71000,Diagnostic radiology procedure 71000,Radiology,Diagnostic Radiology,CPT
7101F,Performance measure 7101F,Category II - Performance Measures,Quality Measurement,CPT
71025,Diagnostic radiology procedure 71025,Radiology,Diagnostic Radiology,CPT
71050,Diagnostic radiology procedure 71050,Radiology,Diagnostic Radiology,CPT
71075,Diagnostic radiology procedure 71075,Radiology,Diagnostic Radiology,CPT
71100,Diagnostic radiology procedure 71100,Radiology,Diagnostic Radiology,CPT
71125,Diagnostic radiology procedure 71125,Radiology,Diagnostic Radiology,CPT
71150,Diagnostic radiology procedure 71150,Radiology,Diagnostic Radiology,CPT
71175,Diagnostic radiology procedure 71175,Radiology,Diagnostic Radiology,CPT
71200,Diagnostic radiology procedure 71200,Radiology,Diagnostic Radiology,CPT
71225,Diagnostic radiology procedure 71225,Radiology,Diagnostic Radiology,CPT
71250,Diagnostic radiology procedure 71250,Radiology,Diagnostic Radiology,CPT
71275,Diagnostic radiology procedure 71275,Radiology,Diagnostic Radiology,CPT
71300,Diagnostic radiology procedure 71300,Radiology,Diagnostic Radiology,CPT
71325,Diagnostic radiology procedure 71325,Radiology,Diagnostic Radiology,CPT
71350,Diagnostic radiology procedure 71350,Radiology,Diagnostic Radiology,CPT
71375,Diagnostic radiology procedure 71375,Radiology,Diagnostic Radiology,CPT
71400,Diagnostic radiology procedure 71400,Radiology,Diagnostic Radiology,CPT
71425,Diagnostic radiology procedure 71425,Radiology,Diagnostic Radiology,CPT
71450,Diagnostic radiology procedure 71450,Radiology,Diagnostic Radiology,CPT
71475,Diagnostic radiology procedure 71475,Radiology,Diagnostic Radiology,CPT
71500,Diagnostic radiology procedure 71500,Radiology,Diagnostic Radiology,CPT
7151F,Performance measure 7151F,Category II - Performance Measures,Quality Measurement,CPT
71525,Diagnostic radiology procedure 71525,Radiology,Diagnostic Radiology,CPT
71550,Diagnostic radiology procedure 71550,Radiology,Diagnostic Radiology,CPT
71575,Diagnostic radiology procedure 71575,Radiology,Diagnostic Radiology,CPT
71600,Diagnostic radiology procedure 71600,Radiology,Diagnostic Radiology,CPT
71625,Diagnostic radiology procedure 71625,Radiology,Diagnostic Radiology,CPT
71650,Diagnostic radiology procedure 71650,Radiology,Diagnostic Radiology,CPT
71675,Diagnostic radiology procedure 71675,Radiology,Diagnostic Radiology,CPT
71700,Diagnostic radiology procedure 71700,Radiology,Diagnostic Radiology,CPT
71725,Diagnostic radiology procedure 71725,Radiology,Diagnostic Radiology,CPT
71750,Diagnostic radiology procedure 71750,Radiology,Diagnostic Radiology,CPT
71775,Diagnostic radiology procedure 71775,Radiology,Diagnostic Radiology,CPT
71800,Diagnostic radiology procedure 71800,Radiology,Diagnostic Radiology,CPT
71825,Diagnostic radiology procedure 71825,Radiology,Diagnostic Radiology,CPT
71850,Diagnostic radiology procedure 71850,Radiology,Diagnostic Radiology,CPT
