code,description,category,code_system
J1261,"Injection, drug substance 1261",Drugs Administered Other Than Oral Method,HCPCS Level II
J1264,"Injection, drug substance 1264",Drugs Administered Other Than Oral Method,HCPCS Level II
J1267,"Injection, drug substance 1267",Drugs Administered Other Than Oral Method,HCPCS Level II
J1270,"Injection, drug substance 1270",Drugs Administered Other Than Oral Method,HCPCS Level II
J1273,"Injection, drug substance 1273",Drugs Administered Other Than Oral Method,HCPCS Level II
J1276,"Injection, drug substance 1276",Drugs Administered Other Than Oral Method,HCPCS Level II
J1279,"Injection, drug substance 1279",Drugs Administered Other Than Oral Method,HCPCS Level II
J1282,"Injection, drug substance 1282",Drugs Administered Other Than Oral Method,HCPCS Level II
J1285,"Injection, drug substance 1285",Drugs Administered Other Than Oral Method,HCPCS Level II
J1288,"Injection, drug substance 1288",Drugs Administered Other Than Oral Method,HCPCS Level II
J1291,"Injection, drug substance 1291",Drugs Administered Other Than Oral Method,HCPCS Level II
J1294,"Injection, drug substance 1294",Drugs Administered Other Than Oral Method,HCPCS Level II
J1297,"Injection, drug substance 1297",Drugs Administered Other Than Oral Method,HCPCS Level II
J1300,"Injection, drug substance 1300",Drugs Administered Other Than Oral Method,HCPCS Level II
J1303,"Injection, drug substance 1303",Drugs Administered Other Than Oral Method,HCPCS Level II
J1306,"Injection, drug substance 1306",Drugs Administered Other Than Oral Method,HCPCS Level II
J1309,"Injection, drug substance 1309",Drugs Administered Other Than Oral Method,HCPCS Level II
J1312,"Injection, drug substance 1312",Drugs Administered Other Than Oral Method,HCPCS Level II
J1315,"Injection, drug substance 1315",Drugs Administered Other Than Oral Method,HCPCS Level II
J1318,"Injection, drug substance 1318",Drugs Administered Other Than Oral Method,HCPCS Level II
J1321,"Injection, drug substance 1321",Drugs Administered Other Than Oral Method,HCPCS Level II
J1324,"Injection, drug substance 1324",Drugs Administered Other Than Oral Method,HCPCS Level II
J1327,"Injection, drug substance 1327",Drugs Administered Other Than Oral Method,HCPCS Level II
J1330,"Injection, drug substance 1330",Drugs Administered Other Than Oral Method,HCPCS Level II
J1333,"Injection, drug substance 1333",Drugs Administered Other Than Oral Method,HCPCS Level II
J1336,"Injection, drug substance 1336",Drugs Administered Other Than Oral Method,HCPCS Level II
J1339,"Injection, drug substance 1339",Drugs Administered Other Than Oral Method,HCPCS Level II
J1342,"Injection, drug substance 1342",Drugs Administered Other Than Oral Method,HCPCS Level II
J1345,"Injection, drug substance 1345",Drugs Administered Other Than Oral Method,HCPCS Level II
J1348,"Injection, drug substance 1348",Drugs Administered Other Than Oral Method,HCPCS Level II
J1351,"Injection, drug substance 1351",Drugs Administered Other Than Oral Method,HCPCS Level II
J1354,"Injection, drug substance 1354",Drugs Administered Other Than Oral Method,HCPCS Level II
J1357,"Injection, drug substance 1357",Drugs Administered Other Than Oral Method,HCPCS Level II
J1360,"Injection, drug substance 1360",Drugs Administered Other Than Oral Method,HCPCS Level II
J1363,"Injection, drug substance 1363",Drugs Administered Other Than Oral Method,HCPCS Level II
J1366,"Injection, drug substance 1366",Drugs Administered Other Than Oral Method,HCPCS Level II
J1369,"Injection, drug substance 1369",Drugs Administered Other Than Oral Method,HCPCS Level II
J1372,"Injection, drug substance 1372",Drugs Administered Other Than Oral Method,HCPCS Level II
J1375,"Injection, drug substance 1375",Drugs Administered Other Than Oral Method,HCPCS Level II
J1378,"Injection, drug substance 1378",Drugs Administered Other Than Oral Method,HCPCS Level II
J1381,"Injection, drug substance 1381",Drugs Administered Other Than Oral Method,HCPCS Level II
J1384,"Injection, drug substance 1384",Drugs Administered Other Than Oral Method,HCPCS Level II
J1387,"Injection, drug substance 1387",Drugs Administered Other Than Oral Method,HCPCS Level II
J1390,"Injection, drug substance 1390",Drugs Administered Other Than Oral Method,HCPCS Level II
J1393,"Injection, drug substance 1393",Drugs Administered Other Than Oral Method,HCPCS Level II
J1396,"Injection, drug substance 1396",Drugs Administered Other Than Oral Method,HCPCS Level II
J1399,"Injection, drug substance 1399",Drugs Administered Other Than Oral Method,HCPCS Level II
J1402,"Injection, drug substance 1402",Drugs Administered Other Than Oral Method,HCPCS Level II
J1405,"Injection, drug substance 1405",Drugs Administered Other Than Oral Method,HCPCS Level II
J1408,"Injection, drug substance 1408",Drugs Administered Other Than Oral Method,HCPCS Level II
J1411,"Injection, drug substance 1411",Drugs Administered Other Than Oral Method,HCPCS Level II
J1414,"Injection, drug substance 1414",Drugs Administered Other Than Oral Method,HCPCS Level II
J1417,"Injection, drug substance 1417",Drugs Administered Other Than Oral Method,HCPCS Level II
J1420,"Injection, drug substance 1420",Drugs Administered Other Than Oral Method,HCPCS Level II
J1423,"Injection, drug substance 1423",Drugs Administered Other Than Oral Method,HCPCS Level II
J1426,"Injection, drug substance 1426",Drugs Administered Other Than Oral Method,HCPCS Level II
J1429,"Injection, drug substance 1429",Drugs Administered Other Than Oral Method,HCPCS Level II
J1432,"Injection, drug substance 1432",Drugs Administered Other Than Oral Method,HCPCS Level II
J1435,"Injection, drug substance 1435",Drugs Administered Other Than Oral Method,HCPCS Level II
J1438,"Injection, drug substance 1438",Drugs Administered Other Than Oral Method,HCPCS Level II
J1441,"Injection, drug substance 1441",Drugs Administered Other Than Oral Method,HCPCS Level II
J1444,"Injection, drug substance 1444",Drugs Administered Other Than Oral Method,HCPCS Level II
J1447,"Injection, drug substance 1447",Drugs Administered Other Than Oral Method,HCPCS Level II
J1450,"Injection, drug substance 1450",Drugs Administered Other Than Oral Method,HCPCS Level II
J1453,"Injection, drug substance 1453",Drugs Administered Other Than Oral Method,HCPCS Level II
J1456,"Injection, drug substance 1456",Drugs Administered Other Than Oral Method,HCPCS Level II
J1459,"Injection, drug substance 1459",Drugs Administered Other Than Oral Method,HCPCS Level II
J1462,"Injection, drug substance 1462",Drugs Administered Other Than Oral Method,HCPCS Level II
J1465,"Injection, drug substance 1465",Drugs Administered Other Than Oral Method,HCPCS Level II
J1468,"Injection, drug substance 1468",Drugs Administered Other Than Oral Method,HCPCS Level II
J1471,"Injection, drug substance 1471",Drugs Administered Other Than Oral Method,HCPCS Level II
J1474,"Injection, drug substance 1474",Drugs Administered Other Than Oral Method,HCPCS Level II
J1477,"Injection, drug substance 1477",Drugs Administered Other Than Oral Method,HCPCS Level II
J1480,"Injection, drug substance 1480",Drugs Administered Other Than Oral Method,HCPCS Level II
J1483,"Injection, drug substance 1483",Drugs Administered Other Than Oral Method,HCPCS Level II
J1486,"Injection, drug substance 1486",Drugs Administered Other Than Oral Method,HCPCS Level II
J1489,"Injection, drug substance 1489",Drugs Administered Other Than Oral Method,HCPCS Level II
J1492,"Injection, drug substance 1492",Drugs Administered Other Than Oral Method,HCPCS Level II
J1495,"Injection, drug substance 1495",Drugs Administered Other Than Oral Method,HCPCS Level II
J1498,"Injection, drug substance 1498",Drugs Administered Other Than Oral Method,HCPCS Level II
J1501,"Injection, drug substance 1501",Drugs Administered Other Than Oral Method,HCPCS Level II
J1504,"Injection, drug substance 1504",Drugs Administered Other Than Oral Method,HCPCS Level II
J1507,"Injection, drug substance 1507",Drugs Administered Other Than Oral Method,HCPCS Level II
J1510,"Injection, drug substance 1510",Drugs Administered Other Than Oral Method,HCPCS Level II
J1513,"Injection, drug substance 1513",Drugs Administered Other Than Oral Method,HCPCS Level II
J1516,"Injection, drug substance 1516",Drugs Administered Other Than Oral Method,HCPCS Level II
J1519,"Injection, drug substance 1519",Drugs Administered Other Than Oral Method,HCPCS Level II
J1522,"Injection, drug substance 1522",Drugs Administered Other Than Oral Method,HCPCS Level II
J1525,"Injection, drug substance 1525",Drugs Administered Other Than Oral Method,HCPCS Level II
J1528,"Injection, drug substance 1528",Drugs Administered Other Than Oral Method,HCPCS Level II
J1531,"Injection, drug substance 1531",Drugs Administered Other Than Oral Method,HCPCS Level II
J1534,"Injection, drug substance 1534",Drugs Administered Other Than Oral Method,HCPCS Level II
J1537,"Injection, drug substance 1537",Drugs Administered Other Than Oral Method,HCPCS Level II
J1540,"Injection, drug substance 1540",Drugs Administered Other Than Oral Method,HCPCS Level II
J1543,"Injection, drug substance 1543",Drugs Administered Other Than Oral Method,HCPCS Level II
J1546,"Injection, drug substance 1546",Drugs Administered Other Than Oral Method,HCPCS Level II
J1549,"Injection, drug substance 1549",Drugs Administered Other Than Oral Method,HCPCS Level II
J1552,"Injection, drug substance 1552",Drugs Administered Other Than Oral Method,HCPCS Level II
J1555,"Injection, drug substance 1555",Drugs Administered Other Than Oral Method,HCPCS Level II
J1558,"Injection, drug substance 1558",Drugs Administered Other Than Oral Method,HCPCS Level II
J1561,"Injection, drug substance 1561",Drugs Administered Other Than Oral Method,HCPCS Level II
J1564,"Injection, drug substance 1564",Drugs Administered Other Than Oral Method,HCPCS Level II
J1567,"Injection, drug substance 1567",Drugs Administered Other Than Oral Method,HCPCS Level II
J1570,"Injection, drug substance 1570",Drugs Administered Other Than Oral Method,HCPCS Level II
J1573,"Injection, drug substance 1573",Drugs Administered Other Than Oral Method,HCPCS Level II
J1576,"Injection, drug substance 1576",Drugs Administered Other Than Oral Method,HCPCS Level II
J1579,"Injection, drug substance 1579",Drugs Administered Other Than Oral Method,HCPCS Level II
J1582,"Injection, drug substance 1582",Drugs Administered Other Than Oral Method,HCPCS Level II
J1585,"Injection, drug substance 1585",Drugs Administered Other Than Oral Method,HCPCS Level II
J1588,"Injection, drug substance 1588",Drugs Administered Other Than Oral Method,HCPCS Level II
J1591,"Injection, drug substance 1591",Drugs Administered Other Than Oral Method,HCPCS Level II
J1594,"Injection, drug substance 1594",Drugs Administered Other Than Oral Method,HCPCS Level II
J1597,"Injection, drug substance 1597",Drugs Administered Other Than Oral Method,HCPCS Level II
J1600,"Injection, drug substance 1600",Drugs Administered Other Than Oral Method,HCPCS Level II
J1603,"Injection, drug substance 1603",Drugs Administered Other Than Oral Method,HCPCS Level II
J1606,"Injection, drug substance 1606",Drugs Administered Other Than Oral Method,HCPCS Level II
J1609,"Injection, drug substance 1609",Drugs Administered Other Than Oral Method,HCPCS Level II
J1612,"Injection, drug substance 1612",Drugs Administered Other Than Oral Method,HCPCS Level II
J1615,"Injection, drug substance 1615",Drugs Administered Other Than Oral Method,HCPCS Level II
J1618,"Injection, drug substance 1618",Drugs Administered Other Than Oral Method,HCPCS Level II
J1621,"Injection, drug substance 1621",Drugs Administered Other Than Oral Method,HCPCS Level II
J1624,"Injection, drug substance 1624",Drugs Administered Other Than Oral Method,HCPCS Level II
J1627,"Injection, drug substance 1627",Drugs Administered Other Than Oral Method,HCPCS Level II
J1630,"Injection, drug substance 1630",Drugs Administered Other Than Oral Method,HCPCS Level II
J1633,"Injection, drug substance 1633",Drugs Administered Other Than Oral Method,HCPCS Level II
J1636,"Injection, drug substance 1636",Drugs Administered Other Than Oral Method,HCPCS Level II
J1639,"Injection, drug substance 1639",Drugs Administered Other Than Oral Method,HCPCS Level II
J1642,"Injection, drug substance 1642",Drugs Administered Other Than Oral Method,HCPCS Level II
J1645,"Injection, drug substance 1645",Drugs Administered Other Than Oral Method,HCPCS Level II
J1648,"Injection, drug substance 1648",Drugs Administered Other Than Oral Method,HCPCS Level II
J1651,"Injection, drug substance 1651",Drugs Administered Other Than Oral Method,HCPCS Level II
J1654,"Injection, drug substance 1654",Drugs Administered Other Than Oral Method,HCPCS Level II
J1657,"Injection, drug substance 1657",Drugs Administered Other Than Oral Method,HCPCS Level II
J1660,"Injection, drug substance 1660",Drugs Administered Other Than Oral Method,HCPCS Level II
J1663,"Injection, drug substance 1663",Drugs Administered Other Than Oral Method,HCPCS Level II
J1666,"Injection, drug substance 1666",Drugs Administered Other Than Oral Method,HCPCS Level II
J1669,"Injection, drug substance 1669",Drugs Administered Other Than Oral Method,HCPCS Level II
J1672,"Injection, drug substance 1672",Drugs Administered Other Than Oral Method,HCPCS Level II
J1675,"Injection, drug substance 1675",Drugs Administered Other Than Oral Method,HCPCS Level II
J1678,"Injection, drug substance 1678",Drugs Administered Other Than Oral Method,HCPCS Level II
J1681,"Injection, drug substance 1681",Drugs Administered Other Than Oral Method,HCPCS Level II
